quantization,inference_time,precision
int8,0.020266056060791016,0.16
int8,0.02007889747619629,0.0
int8,0.020022869110107422,0.0
int8,0.020133018493652344,0.01
int8,0.020448923110961914,0.0
int8,0.020195960998535156,0.02
int8,0.020127058029174805,0.0
int8,0.019932031631469727,0.0
int8,0.02051401138305664,0.0
int8,0.020112991333007812,0.05
int8,0.020127058029174805,0.0
int8,0.019973039627075195,0.0
int8,0.02007007598876953,0.0
